,bathroomcnt,bedroomcnt,taxvaluedollarcnt,taxamount,calculatedfinishedsquarefeet,yearbuilt,fips
41864,2.0,4.0,307643.0,3684.16,1612.0,1964.0,6111.0
41865,2.0,3.0,109302.0,1609.1,1565.0,1959.0,6059.0
41866,3.0,4.0,441655.0,5739.02,2663.0,1997.0,6059.0
41867,1.5,2.0,287007.0,3165.62,1142.0,1961.0,6111.0
41868,1.0,3.0,271623.0,3645.75,1044.0,1951.0,6037.0
41869,2.0,3.0,258048.0,3656.67,1392.0,1947.0,6037.0
41870,2.0,3.0,347556.0,4199.34,1658.0,1976.0,6037.0
41871,2.0,3.0,58347.0,1312.03,1308.0,1949.0,6037.0
41872,2.0,3.0,470200.0,5381.05,1654.0,1960.0,6037.0
41873,1.0,2.0,83284.0,1657.53,967.0,1941.0,6037.0
41874,2.0,3.0,303031.0,4045.11,1760.0,1953.0,6037.0
41875,2.0,3.0,735647.0,8965.72,1706.0,1963.0,6037.0
41876,1.0,3.0,181384.0,2373.4,1102.0,1958.0,6037.0
41877,4.0,4.0,1173177.0,19562.9,3170.0,2013.0,6059.0
41878,1.0,1.0,756456.0,9075.0,712.0,1925.0,6037.0
41879,3.0,3.0,165519.0,4175.85,2590.0,2004.0,6037.0
41880,2.0,3.0,176780.0,2981.46,1739.0,1998.0,6037.0
41881,2.0,3.0,333915.0,4002.02,1531.0,1957.0,6037.0
41882,1.0,3.0,241100.0,2837.46,1928.0,1924.0,6059.0
41883,1.0,2.0,191451.0,2388.07,834.0,1956.0,6037.0
41884,3.0,5.0,336171.0,5126.65,2459.0,1993.0,6037.0
41885,2.0,4.0,309475.0,4046.73,1382.0,1961.0,6037.0
41886,3.0,4.0,1725925.0,19435.52,2370.0,1956.0,6059.0
41887,2.0,4.0,477167.0,5581.94,1314.0,1959.0,6059.0
41888,1.0,2.0,360000.0,4929.66,584.0,1948.0,6037.0
41889,1.5,3.0,512491.0,5898.74,1049.0,1961.0,6059.0
41890,3.0,4.0,717549.0,10214.79,2903.0,1922.0,6037.0
41891,3.0,4.0,380605.0,4829.39,3086.0,1991.0,6037.0
41892,2.0,1.0,169077.0,6687.16,1244.0,1967.0,6059.0
41893,2.0,5.0,533030.0,6246.74,1882.0,1966.0,6059.0
41894,2.0,4.0,203085.0,3637.07,1071.0,1954.0,6037.0
41895,2.0,4.0,373624.0,4673.92,1869.0,1964.0,6059.0
41896,1.0,3.0,458892.0,5581.65,919.0,1905.0,6037.0
41897,1.5,3.0,231540.0,2889.26,1225.0,1963.0,6059.0
41898,4.0,5.0,3000000.0,36129.79,4151.0,1994.0,6037.0
41899,1.5,3.0,447300.0,5338.6,1573.0,1953.0,6059.0
41900,1.0,2.0,54832.0,733.47,1029.0,1931.0,6037.0
41901,1.0,2.0,126143.0,1874.4,758.0,1924.0,6037.0
41902,3.0,3.0,357000.0,5188.33,2395.0,2006.0,6037.0
41903,3.5,5.0,969291.0,10753.62,3193.0,2004.0,6059.0
41904,3.0,3.0,92321.0,1266.03,1594.0,1959.0,6037.0
41905,2.0,3.0,135970.0,2583.38,1549.0,1988.0,6037.0
41906,2.0,3.0,405847.0,4467.76,1524.0,1954.0,6059.0
41907,2.0,4.0,262920.0,5606.01,2250.0,2006.0,6037.0
41908,2.0,3.0,299583.0,4225.92,1192.0,1966.0,6037.0
41909,1.5,2.0,253812.0,3178.4,1080.0,1964.0,6059.0
41910,1.0,2.0,70000.0,956.71,990.0,1951.0,6037.0
41911,2.0,4.0,206083.0,4230.39,1515.0,2010.0,6037.0
41912,2.0,3.0,58920.0,666.36,1676.0,1954.0,6111.0
41913,1.0,2.0,297955.0,4009.17,874.0,1953.0,6037.0
41914,2.0,2.0,342885.0,3782.0,1407.0,1948.0,6037.0
41915,4.0,5.0,656000.0,11230.91,3446.0,2005.0,6037.0
41916,2.5,5.0,378784.0,4525.4,1788.0,1962.0,6111.0
41917,2.0,4.0,699000.0,8561.64,1640.0,1961.0,6037.0
41918,3.0,3.0,810427.0,9424.73,2626.0,1948.0,6037.0
41919,2.0,3.0,136104.0,2485.4,1539.0,1989.0,6037.0
41920,1.0,4.0,300000.0,3500.0,1080.0,1964.0,6111.0
41921,2.0,3.0,117408.0,1485.35,1402.0,1986.0,6037.0
41922,2.0,3.0,323615.0,4039.84,1406.0,1956.0,6037.0
41923,4.0,5.0,299396.0,4477.49,3184.0,2006.0,6037.0
41924,4.0,4.0,324879.0,5615.12,1724.0,2006.0,6037.0
41925,2.0,3.0,405000.0,5566.95,1345.0,1952.0,6037.0
41926,2.0,3.0,67872.0,1506.4,1455.0,1951.0,6037.0
41927,3.5,3.0,1148420.0,12766.3,2700.0,1990.0,6059.0
41928,1.5,3.0,204480.0,2626.98,1536.0,1958.0,6059.0
41929,2.0,3.0,236364.0,3104.68,1545.0,1955.0,6059.0
41930,4.0,5.0,424096.0,4764.36,2949.0,1962.0,6059.0
41931,1.0,2.0,46653.0,1111.83,1204.0,1942.0,6037.0
41932,2.0,3.0,177403.0,3384.09,1217.0,1970.0,6037.0
41933,2.0,4.0,210000.0,3479.21,1436.0,1989.0,6037.0
41934,2.0,3.0,352885.0,4350.58,1327.0,1953.0,6037.0
41935,2.0,3.0,314466.0,3896.34,1666.0,1964.0,6037.0
41936,1.5,2.0,159400.0,1812.82,1182.0,1970.0,6111.0
41937,2.5,3.0,329639.0,4119.32,1647.0,1994.0,6059.0
41938,2.0,3.0,177263.0,2244.88,1256.0,1909.0,6059.0
41939,2.0,4.0,502160.0,6146.58,1715.0,1963.0,6037.0
41940,4.0,4.0,1096680.0,13126.8,2464.0,1987.0,6037.0
41941,2.0,4.0,489518.0,5824.56,1803.0,1972.0,6059.0
41942,1.0,2.0,469000.0,5707.01,859.0,1949.0,6037.0
41943,2.0,3.0,63941.0,1039.37,1753.0,1930.0,6037.0
41944,2.0,3.0,252090.0,3267.73,1344.0,1958.0,6037.0
41945,4.0,4.0,935000.0,11277.67,3037.0,1989.0,6037.0
41946,2.0,3.0,658365.0,7936.41,1540.0,1955.0,6037.0
41947,3.0,3.0,127945.0,2428.4,1572.0,1989.0,6037.0
41948,2.0,3.0,338000.0,7355.49,1118.0,1960.0,6037.0
41949,2.5,4.0,580573.0,6512.14,2564.0,1964.0,6059.0
41950,1.0,3.0,73607.0,1030.39,1017.0,1949.0,6037.0
41951,0.0,0.0,142806.0,2592.3,1366.0,1950.0,6037.0
41952,2.0,3.0,847346.0,9380.18,2210.0,1964.0,6059.0
41953,2.0,4.0,151184.0,1997.2,1165.0,1955.0,6037.0
41954,2.0,3.0,66643.0,1085.93,1336.0,1963.0,6037.0
41955,1.0,3.0,248916.0,3260.37,1003.0,1944.0,6037.0
41956,2.0,3.0,333720.0,3458.78,1380.0,1974.0,6059.0
41957,2.5,4.0,557000.0,6411.4,2133.0,2002.0,6111.0
41958,2.0,2.0,280750.0,2924.56,1208.0,1980.0,6059.0
41959,3.5,4.0,700000.0,7532.94,2548.0,1987.0,6111.0
41960,1.0,2.0,352000.0,4394.0,816.0,1950.0,6037.0
41961,3.0,4.0,160918.0,1679.18,2254.0,1977.0,6059.0
41962,2.0,4.0,177876.0,3723.28,2122.0,1993.0,6037.0
41963,3.0,4.0,434319.0,5947.23,1701.0,1988.0,6037.0
41964,3.0,4.0,151725.0,2940.43,2552.0,2005.0,6037.0
41965,2.0,3.0,483761.0,5017.6,1538.0,1976.0,6059.0
41966,2.0,3.0,173846.0,2457.14,1447.0,1979.0,6037.0
41967,1.0,2.0,436557.0,5544.15,912.0,1923.0,6037.0
41968,3.0,4.0,550000.0,7952.47,2214.0,1989.0,6037.0
41969,1.0,3.0,75310.0,1784.57,1042.0,1954.0,6037.0
41970,4.0,5.0,834158.0,12834.6,3551.0,1999.0,6037.0
41971,2.0,3.0,1634708.0,19220.56,1818.0,1935.0,6037.0
41972,2.0,3.0,93976.0,1615.87,1593.0,1967.0,6037.0
41973,1.0,2.0,418748.0,5012.61,864.0,1956.0,6037.0
41974,3.0,5.0,586706.0,7353.76,3259.0,1974.0,6037.0
41975,3.0,3.0,568097.0,6885.76,1546.0,1989.0,6037.0
41976,5.5,5.0,1456000.0,15493.74,4379.0,1993.0,6111.0
41977,2.0,3.0,436156.0,4853.34,1787.0,1952.0,6059.0
41978,2.0,5.0,1192600.0,14417.89,2911.0,1924.0,6037.0
41979,3.0,4.0,251000.0,3930.76,2462.0,1989.0,6037.0
41980,3.0,4.0,1006212.0,12169.73,2488.0,1969.0,6037.0
41981,2.0,2.0,274049.0,2990.48,1054.0,1975.0,6059.0
41982,2.5,3.0,391960.0,4484.38,2906.0,1977.0,6059.0
41983,1.0,2.0,68310.0,905.38,750.0,1978.0,6037.0
41984,3.0,4.0,238400.0,3615.3,1780.0,1990.0,6037.0
41985,2.0,3.0,320607.0,4125.72,1401.0,1937.0,6037.0
41986,3.0,5.0,1050903.0,11764.04,2779.0,2003.0,6111.0
41987,4.0,4.0,133960.0,1762.47,2051.0,1960.0,6037.0
41988,2.0,3.0,614000.0,7233.32,1973.0,1996.0,6111.0
41989,2.0,4.0,456000.0,5274.26,1633.0,1963.0,6111.0
41990,2.0,3.0,205000.0,3362.31,1281.0,1990.0,6037.0
41991,3.0,3.0,1356610.0,14512.2,3350.0,2002.0,6059.0
41992,2.0,3.0,323614.0,4038.12,1026.0,1977.0,6037.0
41993,2.0,4.0,739669.0,8501.86,2048.0,1971.0,6111.0
41994,2.0,3.0,237767.0,1133.84,1611.0,1959.0,6111.0
41995,3.0,5.0,470040.0,5509.28,2901.0,1994.0,6059.0
41996,3.0,3.0,349662.0,4136.84,1911.0,1970.0,6037.0
41997,2.0,3.0,323195.0,3514.16,1281.0,1978.0,6111.0
41998,3.0,4.0,91429.0,1290.62,2226.0,1955.0,6059.0
41999,3.0,5.0,144264.0,1787.9,2527.0,1964.0,6059.0
42000,4.0,3.0,1000.0,816.49,3284.0,1985.0,6037.0
42001,1.0,2.0,80248.0,1086.11,1392.0,1955.0,6037.0
42002,3.0,4.0,280911.0,3788.61,2394.0,1975.0,6037.0
42003,3.0,4.0,575000.0,6805.92,3178.0,1988.0,6037.0
42004,2.0,4.0,313850.0,4157.46,1576.0,1946.0,6037.0
42005,1.0,3.0,362951.0,4728.74,1154.0,1947.0,6037.0
42006,1.0,2.0,269478.0,3755.78,1218.0,1921.0,6037.0
42007,2.0,3.0,100462.0,1432.22,1358.0,1956.0,6037.0
42008,2.0,3.0,68002.0,1343.82,2086.0,1967.0,6059.0
42009,2.0,3.0,76781.0,1100.32,1460.0,1972.0,6037.0
42010,3.0,5.0,639483.0,7306.05,2278.0,1966.0,6037.0
42011,2.0,3.0,112112.0,1476.58,1305.0,1968.0,6037.0
42012,2.0,3.0,410538.0,4829.82,1795.0,1956.0,6037.0
42013,2.0,4.0,174075.0,2284.52,1718.0,1978.0,6037.0
42014,2.0,4.0,646713.0,7400.34,1375.0,1962.0,6059.0
42015,1.0,2.0,197643.0,2687.36,810.0,1944.0,6037.0
42016,2.0,3.0,163041.0,2128.82,2277.0,1961.0,6059.0
42017,1.0,3.0,502548.0,6659.69,1028.0,1950.0,6037.0
42018,3.0,4.0,410046.0,5128.84,3228.0,1925.0,6037.0
42019,1.0,2.0,66019.0,1474.33,950.0,1951.0,6037.0
42020,2.0,3.0,766294.0,8339.25,1649.0,1931.0,6037.0
42021,1.0,1.0,253458.0,4463.13,624.0,1923.0,6037.0
42022,2.0,3.0,484479.0,6074.84,1531.0,1978.0,6111.0
42023,2.0,2.0,997112.0,10736.38,1485.0,1978.0,6111.0
42024,3.0,4.0,480505.0,6383.75,2625.0,2002.0,6037.0
42025,2.0,2.0,440137.0,4553.8,1120.0,1977.0,6059.0
42026,2.0,4.0,270240.0,3273.74,1912.0,1979.0,6059.0
42027,4.0,4.0,1312021.0,15843.17,2336.0,1941.0,6037.0
42028,1.0,2.0,93599.0,1670.05,990.0,1949.0,6037.0
42029,1.0,2.0,410000.0,5051.23,1015.0,1922.0,6037.0
42030,2.0,3.0,467783.0,4838.66,1144.0,1964.0,6059.0
42031,2.0,3.0,368106.0,3216.18,1307.0,1959.0,6059.0
42032,4.0,5.0,180063.0,3208.58,3232.0,1984.0,6037.0
42033,2.0,4.0,187967.0,2955.31,2057.0,1975.0,6037.0
42034,1.0,3.0,1263351.0,15159.1,962.0,1923.0,6037.0
42035,3.0,6.0,116758.0,1525.7,2349.0,1964.0,6059.0
42036,8.0,6.0,10152678.0,121723.72,10116.0,1935.0,6037.0
42037,2.0,3.0,1119792.0,13446.74,2132.0,1912.0,6037.0
42038,1.0,2.0,210626.0,2758.67,810.0,1944.0,6037.0
42039,3.0,2.0,610117.0,8241.45,2123.0,1967.0,6037.0
42040,3.0,1.0,1600000.0,19584.07,2504.0,1958.0,6037.0
42041,3.0,4.0,90864.0,1302.74,2102.0,1967.0,6037.0
42042,2.5,3.0,629337.0,6583.16,2280.0,1962.0,6111.0
42043,3.0,4.0,2531017.0,30376.03,2525.0,1941.0,6037.0
42044,2.0,3.0,515155.0,5160.88,1488.0,1964.0,6059.0
42045,2.0,3.0,557000.0,6214.14,1314.0,1963.0,6037.0
42046,3.0,3.0,379148.0,4499.88,1903.0,2009.0,6037.0
42047,1.0,3.0,220113.0,3218.58,1045.0,1941.0,6037.0
42048,2.0,3.0,379110.0,4954.29,1276.0,1944.0,6037.0
42049,2.0,3.0,596554.0,7010.91,2151.0,1925.0,6037.0
42050,2.0,3.0,965543.0,11758.56,1973.0,1965.0,6037.0
42051,3.0,4.0,621319.0,7215.69,1855.0,1953.0,6037.0
42052,2.0,2.0,316396.0,4313.7,1613.0,1954.0,6037.0
42053,4.0,6.0,373000.0,5863.14,3680.0,2004.0,6037.0
42054,2.0,3.0,456885.0,4654.24,1494.0,1979.0,6059.0
42055,1.0,2.0,49029.0,640.06,1404.0,1947.0,6037.0
42056,1.0,2.0,440099.0,5515.68,1310.0,1929.0,6037.0
42057,3.5,4.0,875018.0,8962.6,4063.0,1978.0,6059.0
42058,3.0,3.0,390186.0,4876.16,1856.0,1959.0,6111.0
42059,3.0,4.0,123636.0,1981.24,2599.0,1987.0,6059.0
42060,2.5,3.0,477954.0,4735.38,1408.0,1995.0,6059.0
42061,2.0,3.0,257959.0,2647.94,1685.0,1973.0,6059.0
42062,1.0,2.0,600515.0,7196.04,1108.0,1941.0,6037.0
42063,1.0,3.0,47165.0,848.2,938.0,1946.0,6037.0
42064,2.0,3.0,226250.0,2920.78,3171.0,1946.0,6037.0
42065,2.0,3.0,73059.0,1031.67,1470.0,1960.0,6037.0
42066,4.0,4.0,332874.0,5455.74,3482.0,2004.0,6037.0
42067,3.0,4.0,583367.0,6879.32,1911.0,2009.0,6059.0
42068,2.0,3.0,265781.0,3226.98,1650.0,1968.0,6111.0
42069,5.0,6.0,278138.0,5446.39,3057.0,2007.0,6037.0
42070,4.5,5.0,1203836.0,13775.64,2362.0,1988.0,6111.0
42071,3.0,3.0,546433.0,6702.14,1711.0,1953.0,6037.0
42072,1.0,3.0,150000.0,3781.02,1807.0,1911.0,6037.0
42073,3.0,4.0,1076128.0,11034.8,3537.0,1988.0,6059.0
42074,2.0,3.0,462900.0,4861.56,1257.0,1930.0,6111.0
42075,2.0,3.0,340674.0,4387.62,1445.0,1958.0,6111.0
42076,1.0,2.0,582000.0,6849.07,1100.0,1920.0,6037.0
42077,1.0,2.0,329000.0,4171.17,825.0,1947.0,6037.0
42078,3.0,4.0,127119.0,899.1,1876.0,1993.0,6037.0
42079,2.5,3.0,564210.0,5657.28,2043.0,1976.0,6059.0
42080,3.0,3.0,80745.0,1488.04,1552.0,1957.0,6059.0
42081,1.0,2.0,194738.0,2568.27,864.0,1952.0,6037.0
42082,1.0,3.0,215183.0,2818.59,1176.0,1952.0,6037.0
42083,2.0,4.0,99368.0,1553.22,2071.0,1935.0,6037.0
42084,2.5,3.0,605381.0,6528.38,1574.0,1997.0,6059.0
42085,3.0,3.0,650764.0,7926.31,1907.0,1949.0,6037.0
42086,4.0,5.0,1160887.0,14121.59,3175.0,1929.0,6037.0
42087,2.5,3.0,314659.0,3785.04,1688.0,2002.0,6059.0
42088,3.0,3.0,527506.0,6005.34,3186.0,1979.0,6059.0
42089,1.0,3.0,437000.0,5265.2,1200.0,1951.0,6037.0
42090,2.0,3.0,1443004.0,17358.28,2072.0,1951.0,6037.0
42091,3.0,4.0,654519.0,6571.14,1903.0,1976.0,6059.0
42092,2.0,3.0,473197.0,5697.55,1447.0,1954.0,6037.0
42093,1.0,2.0,61874.0,854.43,862.0,1951.0,6037.0
42094,1.0,2.0,235183.0,2817.5,640.0,1947.0,6037.0
42095,2.0,4.0,299856.0,3387.76,1447.0,1962.0,6111.0
42096,1.0,3.0,394000.0,4824.63,1172.0,1955.0,6037.0
42097,1.0,3.0,438587.0,5323.17,1000.0,1944.0,6037.0
42098,1.0,2.0,79477.0,1190.41,1280.0,1952.0,6037.0
42099,1.0,2.0,56696.0,849.32,804.0,1949.0,6037.0
42100,3.5,4.0,127938.0,1661.18,2825.0,1965.0,6059.0
42101,2.0,3.0,77823.0,1168.1,1770.0,1963.0,6037.0
42102,2.0,3.0,267748.0,3307.67,1873.0,1960.0,6037.0
42103,1.0,3.0,159148.0,2920.56,1170.0,1951.0,6037.0
42104,3.0,3.0,152121.0,2818.39,1718.0,1986.0,6037.0
42105,2.0,3.0,100489.0,1354.38,1690.0,1954.0,6037.0
42106,2.0,3.0,166319.0,2063.06,1256.0,1968.0,6059.0
42107,2.0,3.0,153237.0,2110.14,1321.0,1946.0,6037.0
42108,2.0,3.0,116833.0,2480.27,1290.0,1986.0,6037.0
42109,2.0,3.0,115865.0,2240.56,1564.0,1988.0,6037.0
42110,1.0,2.0,28247.0,611.46,700.0,1949.0,6037.0
42111,1.0,2.0,91988.0,1428.8,994.0,1922.0,6037.0
42112,3.0,3.0,607000.0,6219.66,2151.0,1944.0,6059.0
42113,2.5,4.0,576199.0,6660.78,2049.0,1996.0,6059.0
42114,2.0,4.0,232993.0,3917.12,1750.0,1994.0,6037.0
42115,2.0,3.0,209320.0,2537.98,1306.0,1959.0,6059.0
42116,3.0,3.0,126700.0,1699.85,2016.0,1965.0,6037.0
42117,2.0,4.0,178282.0,2259.21,1868.0,1960.0,6037.0
42118,3.5,5.0,1401569.0,15282.9,3560.0,2015.0,6059.0
42119,2.0,5.0,223834.0,3099.4,1672.0,1952.0,6037.0
42120,3.0,4.0,1933676.0,23429.26,3024.0,1925.0,6037.0
42121,3.0,6.0,866339.0,9226.9,3764.0,1965.0,6059.0
42122,1.0,3.0,33950.0,1184.7,1088.0,1955.0,6037.0
42123,2.0,3.0,362797.0,4215.22,2070.0,1979.0,6111.0
42124,3.0,4.0,416087.0,5596.03,2099.0,1930.0,6037.0
42125,2.0,3.0,44270.0,854.19,1040.0,1955.0,6037.0
42126,2.0,4.0,388565.0,4682.08,1537.0,1955.0,6037.0
42127,3.0,3.0,652386.0,7524.1,2036.0,1955.0,6059.0
42128,4.0,5.0,281275.0,4399.86,3054.0,2001.0,6037.0
42129,2.0,1.0,730578.0,8891.59,2361.0,1906.0,6037.0
42130,2.0,3.0,231305.0,3081.34,1607.0,1978.0,6037.0
42131,2.0,5.0,234476.0,3001.68,2118.0,1963.0,6059.0
42132,2.0,3.0,564488.0,6576.92,1597.0,1962.0,6059.0
42133,2.0,3.0,466674.0,5630.89,1657.0,1939.0,6037.0
42134,2.0,3.0,540822.0,7974.56,1882.0,2002.0,6059.0
42135,2.0,3.0,357547.0,3917.0,1464.0,1964.0,6037.0
42136,1.0,4.0,529865.0,6587.24,2090.0,1903.0,6037.0
42137,3.5,5.0,512470.0,6650.66,2438.0,1997.0,6111.0
42138,2.0,3.0,120492.0,1839.53,1497.0,1953.0,6037.0
42139,4.0,4.0,635558.0,7186.86,3102.0,2000.0,6111.0
42140,3.0,4.0,357736.0,4541.25,2177.0,1979.0,6037.0
42141,2.0,3.0,327812.0,3559.06,1627.0,1986.0,6111.0
42142,2.0,2.0,308541.0,3322.76,1423.0,1986.0,6111.0
42143,3.0,4.0,280208.0,6053.96,3019.0,2006.0,6037.0
42144,3.0,4.0,260000.0,4725.68,1871.0,1995.0,6037.0
42145,2.5,4.0,653689.0,8176.48,2198.0,2011.0,6059.0
42146,2.0,2.0,494426.0,5021.96,1503.0,1977.0,6059.0
42147,3.0,4.0,261190.0,3157.0,2699.0,1972.0,6037.0
42148,2.0,3.0,384198.0,4662.64,1748.0,1956.0,6037.0
42149,2.0,2.0,413177.0,4846.54,912.0,1919.0,6037.0
42150,2.0,3.0,1599018.0,19292.72,1834.0,1924.0,6037.0
42151,2.5,3.0,179287.0,2297.62,2398.0,1976.0,6059.0
42152,4.0,4.0,1419139.0,17231.58,3275.0,1959.0,6037.0
42153,1.0,3.0,79891.0,1066.67,1706.0,1937.0,6037.0
42154,2.0,4.0,62700.0,1346.49,1650.0,1967.0,6037.0
42155,1.0,2.0,366307.0,4484.65,948.0,1949.0,6037.0
42156,1.0,2.0,67460.0,1079.26,1171.0,1950.0,6037.0
42157,2.0,4.0,218398.0,2652.12,1383.0,1954.0,6037.0
42158,4.0,5.0,1298711.0,15876.8,4222.0,1962.0,6037.0
42159,2.0,3.0,325693.0,3945.86,1446.0,1976.0,6111.0
42160,2.0,3.0,122586.0,1581.32,1581.0,1953.0,6037.0
42161,4.0,5.0,1235692.0,15103.98,4784.0,1990.0,6037.0
42162,3.0,3.0,679885.0,8188.51,2200.0,1949.0,6037.0
42163,1.5,2.0,47617.0,555.08,1319.0,1957.0,6111.0
42164,2.0,3.0,243505.0,3120.27,1216.0,1955.0,6037.0
42165,1.0,2.0,299900.0,3972.01,699.0,1956.0,6037.0
42166,1.5,3.0,286606.0,2987.36,1698.0,1979.0,6111.0
42167,2.0,3.0,500972.0,6238.62,1421.0,1954.0,6059.0
42168,1.0,2.0,377704.0,4522.39,864.0,1925.0,6037.0
42169,2.0,2.0,485000.0,5621.2,1257.0,1955.0,6059.0
42170,2.0,3.0,527930.0,5577.66,1392.0,1976.0,6059.0
42171,2.5,4.0,296665.0,3138.2,2218.0,1968.0,6111.0
42172,2.0,3.0,238560.0,2361.94,1453.0,1976.0,6059.0
42173,1.0,1.0,36395.0,525.55,576.0,1946.0,6037.0
42174,1.0,2.0,393934.0,4257.13,608.0,1926.0,6037.0
42175,2.0,3.0,108555.0,1964.22,1538.0,1942.0,6037.0
42176,2.0,2.0,543906.0,6666.09,1610.0,1954.0,6037.0
42177,2.0,3.0,253586.0,3608.04,1558.0,1985.0,6037.0
42178,3.0,7.0,251000.0,3555.8,2974.0,1912.0,6037.0
42179,2.0,3.0,362628.0,3688.26,1628.0,1980.0,6059.0
42180,2.5,3.0,456738.0,5372.56,1860.0,1976.0,6059.0
42181,3.0,5.0,423549.0,4151.88,2652.0,1994.0,6059.0
42182,2.0,4.0,267056.0,3302.03,1582.0,1962.0,6037.0
42183,2.0,3.0,148326.0,2673.09,1428.0,1987.0,6037.0
42184,1.0,3.0,473958.0,5272.91,1196.0,1941.0,6037.0
42185,2.0,3.0,415050.0,4902.51,1554.0,1960.0,6037.0
42186,2.0,3.0,311201.0,4000.29,2030.0,1966.0,6037.0
42187,3.5,5.0,1001600.0,11038.56,4419.0,1985.0,6059.0
42188,3.0,3.0,191119.0,2553.61,2531.0,1957.0,6037.0
42189,1.0,1.0,116837.0,1576.17,768.0,1922.0,6037.0
42190,4.5,4.0,1116579.0,11667.64,4104.0,1997.0,6059.0
42191,2.0,3.0,949681.0,11264.62,1739.0,1941.0,6037.0
42192,3.0,3.0,545000.0,6627.11,2011.0,1982.0,6037.0
42193,2.0,4.0,115798.0,2328.63,1498.0,1988.0,6037.0
42194,3.0,5.0,1177689.0,13838.75,2454.0,1955.0,6037.0
42195,2.0,4.0,579898.0,6917.72,1747.0,1957.0,6059.0
42196,2.0,3.0,357140.0,4206.18,1205.0,1964.0,6111.0
42197,2.0,3.0,516713.0,5247.48,1470.0,1976.0,6059.0
42198,3.0,4.0,893419.0,10147.65,2725.0,1978.0,6037.0
42199,2.5,3.0,588818.0,6747.62,1814.0,2004.0,6059.0
42200,1.0,2.0,757771.0,8603.5,1351.0,1953.0,6037.0
42201,3.5,4.0,1131000.0,12509.06,3787.0,1992.0,6111.0
42202,2.0,5.0,223833.0,3161.77,1816.0,1965.0,6037.0
42203,2.5,4.0,788308.0,9005.58,2740.0,1972.0,6059.0
42204,2.0,3.0,73134.0,1101.54,1272.0,1958.0,6059.0
42205,3.0,3.0,223528.0,3665.5,2410.0,2000.0,6037.0
42206,2.0,4.0,176039.0,2950.54,1605.0,1956.0,6037.0
42207,1.0,3.0,363203.0,4433.34,2012.0,1954.0,6037.0
42208,2.5,3.0,220476.0,2743.86,1728.0,1969.0,6059.0
42209,1.0,2.0,60211.0,676.38,909.0,1941.0,6037.0
42210,3.0,4.0,696948.0,10422.6,3252.0,2002.0,6059.0
42211,2.0,3.0,184000.0,3176.25,1272.0,1989.0,6037.0
42212,2.0,3.0,95709.0,916.38,1812.0,1973.0,6059.0
42213,2.5,4.0,439349.0,4775.98,2149.0,1964.0,6059.0
42214,2.0,3.0,371636.0,4351.67,1705.0,1955.0,6037.0
42215,2.0,3.0,66013.0,854.63,1479.0,1956.0,6037.0
42216,2.0,3.0,547856.0,6395.46,1849.0,1956.0,6037.0
42217,2.5,3.0,463969.0,5468.56,1814.0,1980.0,6111.0
42218,2.0,2.0,1146214.0,13971.89,1706.0,1951.0,6037.0
42219,7.5,6.0,9837578.0,104119.34,10345.0,2002.0,6111.0
42220,2.0,3.0,128189.0,3161.21,1400.0,1952.0,6037.0
42221,2.5,3.0,228380.0,3017.84,1367.0,1973.0,6059.0
42222,2.0,2.0,773000.0,8990.76,1473.0,1955.0,6037.0
42223,3.0,4.0,1555152.0,18895.77,2309.0,1929.0,6037.0
42224,3.0,5.0,718000.0,8433.2,2760.0,1967.0,6059.0
42225,3.0,3.0,440481.0,5540.54,4913.0,1955.0,6037.0
42226,2.0,4.0,393895.0,4600.12,1304.0,1964.0,6111.0
42227,1.0,4.0,2249000.0,26809.3,1653.0,1943.0,6037.0
42228,3.0,4.0,202110.0,2277.38,2057.0,1951.0,6037.0
42229,3.0,2.0,549928.0,6605.14,1482.0,1955.0,6037.0
42230,1.0,3.0,80886.0,1318.16,1248.0,1933.0,6037.0
42231,2.0,4.0,546434.0,6430.66,1700.0,1959.0,6037.0
42232,5.0,5.0,891017.0,10654.71,3455.0,2000.0,6037.0
42233,2.5,4.0,188253.0,2484.84,1306.0,1964.0,6059.0
42234,4.5,4.0,1025000.0,16474.64,3598.0,2006.0,6059.0
42235,2.0,2.0,93776.0,1084.14,1613.0,1950.0,6037.0
42236,2.0,3.0,589000.0,6087.64,1800.0,1972.0,6059.0
42237,2.0,4.0,606945.0,7102.82,1858.0,1977.0,6111.0
42238,3.0,4.0,1228864.0,13898.05,3260.0,1975.0,6037.0
42239,2.0,4.0,228848.0,2963.28,1595.0,1947.0,6037.0
42240,2.0,3.0,145901.0,1915.81,1260.0,1962.0,6037.0
42241,2.0,3.0,271250.0,3284.95,1748.0,1965.0,6037.0
42242,1.5,3.0,114087.0,1522.1,1650.0,1959.0,6059.0
42243,3.0,3.0,546465.0,6727.77,1496.0,1976.0,6037.0
42244,2.0,2.0,514000.0,6263.34,1404.0,1948.0,6037.0
42245,4.0,6.0,916817.0,11029.98,4001.0,1969.0,6037.0
42246,2.0,4.0,323760.0,4612.21,2102.0,1953.0,6037.0
42247,2.0,2.0,5513247.0,63215.64,1335.0,1957.0,6037.0
42248,2.5,5.0,76883.0,1086.54,2095.0,1964.0,6059.0
42249,2.0,3.0,231615.0,3157.44,1728.0,1964.0,6037.0
42250,2.0,4.0,604000.0,7114.12,1400.0,1954.0,6037.0
